ccc,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,수정일,자료상태,소장처,반납예정일,화폐구분,입수구분,가격,isbn,sortnum,tag1,tag2,tag3,g_tag,s_tag
11432,단행본,OKYA001873,우리들의 하느님,권정생,녹색평론사,1997,814.6 권74ㅇ c.3,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,6000,9788990274021,814,⚫ 문학,🇰🇷 한국,📝 수필,,
11433,단행본,OKYA001872,정신분석에로의 초대,이무석,이유,2006,185.5 이36ㅈ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,25000,9788989703723,185,🟢 철학,🧠 심리학,🫀 생리심리학,,
11434,단행본,OKYA001871,역사 속의 역사 읽기. 1,고석규 | 고영진 글,풀빛,2002,911.004 고54ㅇ v.1,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,11000,9788974740412,911,🟤 역사,🌏 아시아,🪭 한국,,
11435,단행본,OKYA001870,역사 속의 역사 읽기. 2,고석규 | 고영진 글,풀빛,2002,911.004 고54ㅇ v.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,11000,9788974740429,911,🟤 역사,🌏 아시아,🪭 한국,,
11436,단행본,OKYA001869,역사 속의 역사 읽기. 3,고석규 | 고영진 글,풀빛,2002,911.004 고54ㅇ v.3,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,11000,9788974740436,911,🟤 역사,🌏 아시아,🪭 한국,,
11437,단행본,OKYA001868,이야기 세계사. 2: 르네상스에서 세계대전까지,구학서 편저,청아출판사,2004,909 구92ㅇ v.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,10000,9788936800567,909,🟤 역사,🌐 세계사,,,
11438,단행본,OKYA001867,야심만만 연애술,와다히데키 글 | 김경인 옮김,리더북스,2005,182.2 와22ㅇ c.4,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,9000,9788991435032,182,🟢 철학,🧠 심리학,🔍 차이심리학,,
11439,단행본,OKYA001866,(중·고생을 위한) 과학 교과서 119,타키자와미나코 글 | 정윤아 옮김,파라북스,2004,404 타878ㄱ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,9800,,404,🟢 자연과학,📝 강연•수필•연설문집,,,
11440,단행본,OKYA001865,"여성, 과학을 만나다",한국여성과학기술단체총연합회 편저,양문,2005,409.9 한16ㅇ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,13900,9788987203768,409,"🟢 자연과학, 🟤 역사",🧭 과학사,,,
11441,단행본,OKYA001864,야심만만 연애술,와다히데키 글 | 김경인 옮김,리더북스,2005,182.2 와22ㅇ c.3,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,9000,9788991435032,182,🟢 철학,🧠 심리학,🔍 차이심리학,,
11442,단행본,OKYA001862,나목,박완서,세계사,2002,813.6 박65 v.10,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,7000,9788933800690,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11443,단행본,OKYA001861,"과학 교과서, 영화에 딴지 걸다",이재진,푸른숲,2010,404 이73ㄱ c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,12000,9788971844090,404,🟢 자연과학,📝 강연•수필•연설문집,,,
11444,단행본,OKYA001860,"소화, 위대한 드라마",정은영,성우,2002,408 선53 v.5,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,12000,9788988950463,408,🟢 자연과학,🗂️ 전집,,,
11445,단행본,OKYA001859,물은 답을 알고 있다,에모토마사루 글 | 양억관 옮김,나무심는사람,2002,435.12 에35ㅁ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8000,9788988739235,435,🟢 자연과학,🧪 화학,💎 무기물,,
11446,단행본,OKYA001858,(청소년을 위한)아이디어 노트 작성법,이희경,아이필드,2006,507.5 이97ㅇ c.3,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8500,9788989938736,507,🟡 기술과학,🗣️ 교육지도법,,,
11447,단행본,OKYA001857,(청소년을 위한)아이디어 노트 작성법,이희경,아이필드,2006,507.5 이97ㅇ c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8500,9788989938736,507,🟡 기술과학,🗣️ 교육지도법,,,
11448,단행본,OKYA001856,(청소년을 위한)아이디어 노트 작성법,이희경,아이필드,2006,507.5 이97ㅇ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8500,9788989938736,507,🟡 기술과학,🗣️ 교육지도법,,,
11449,단행본,OKYA001855,지금 법대를 왜 가？,김성수 | 김성경 글,하서,2006,377.6 김54ㅈ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,10800,9788973302123,377,🔵 총류,📝 대학입시,,,
11450,단행본,OKYA001854,아포칼립스 2012,로렌스 E. 조지프 글 | 강미경 옮김,황금나침반,2007,331.54 조78ㅇ c.3,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,14000,9788992483209,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
11451,단행본,OKYA001853,아포칼립스 2012,로렌스 E. 조지프 글 | 강미경 옮김,황금나침반,2007,331.54 조78ㅇ c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,14000,9788992483209,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
11452,단행본,OKYA001852,아포칼립스 2012,로렌스 E. 조지프 글 | 강미경 옮김,황금나침반,2007,331.54 조78ㅇ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,14000,9788992483209,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
11453,단행본,OKYA001851,불꽃 · 꺼삐딴 리 외,선우휘,홍신문화사,2004,813.6 선66ㅂ c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,6500,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11454,단행본,OKYA001850,전통 속의 첨단 공학기술,남문현 | 손욱 글,김영사,2011,509.11 남36ㅈ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,9900,9788934909545,509,"🟡 기술과학, 🟤 역사",🧭 기술사,,,
11455,단행본,OKYA001849,조선의 무기와 갑옷,민승기,가람기획,2004,911.05 민57ㅈ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,15000,9788984352070,911,🟤 역사,🌏 아시아,🪭 한국,,
11456,단행본,OKYA001848,삼국유사,일연국존 글 | 노중국 옮김,계명대학교출판부,1999,911.03 일64ㅅ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,6500,9788975857829,911,🟤 역사,🌏 아시아,🪭 한국,,
11457,단행본,OKYA001847,한국현대대표희곡선집. 1,한국극예술학회,월인,1999,812.6 한16ㅎ v.1 c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8000,9788988297209,812,⚫ 문학,🇰🇷 한국,🎭 희곡,,
11458,단행본,OKYA001846,한국현대대표희곡선집. 1,한국극예술학회,월인,1999,812.6 한16ㅎ v.1,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8000,9788988297209,812,⚫ 문학,🇰🇷 한국,🎭 희곡,,
11459,단행본,OKYA001845,(청소년을 위한)대화의 정석,최요한,폴라리스,2007,802.54 최65ㄷ c.3,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8500,,802,⚫ 문학,✏️ 작법•수사학,,,
11460,단행본,OKYA001844,(청소년을 위한)대화의 정석,최요한,폴라리스,2007,802.54 최65ㄷ c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8500,,802,⚫ 문학,✏️ 작법•수사학,,,
11461,단행본,OKYA001843,(청소년을 위한)대화의 정석,최요한,폴라리스,2007,802.54 최65ㄷ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8500,,802,⚫ 문학,✏️ 작법•수사학,,,
11462,단행본,OKYA001842,소피의 세계. 3,요슈타인 가아더 글 | 장영은 옮김,현암사,2011,859.82 가62ㅅ v.3,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,6500,9788932308210,859,⚫ 문학,🇩🇪 독일,🍺 기타 게르만 문학,,
11463,단행본,OKYA001841,철학과 굴뚝청소부,이진경,그린비,2006,104 이78ㅊ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,14900,9788976821843,104,🟢 철학,📝 강연•수필•연설문집,,,
11464,단행본,OKYA001840,광장 / 구운몽,최인훈,문학과지성사,1996,813.6 최68ㄱ c.3,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,10000,9788932008486,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11465,단행본,OKYA001839,루쉰 소설전집,루쉰 글 | 김시준 옮김,서울대학교출판부,2002,823.7 루56ㄹ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,18000,9788970962269,823,⚫ 문학,🇨🇳 중국,📔 소설,,
11466,단행본,OKYA001837,내 생애의 아이들,가브리엘 루아 글 | 김화영 옮김,현대문학,2003,843 루62ㄴ c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8500,9788972752530,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
11467,단행본,OKYA001836,내 생애의 아이들,가브리엘 루아 글 | 김화영 옮김,현대문학,2003,843 루62ㄴ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,8500,9788972752530,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
11468,단행본,OKYA001834,바보들은 항상 결심만 한다,팻 맥라건 글 | 윤희기 옮김,예문,2003,325.04 맥292ㅂ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,10000,9788956590080,325,⚪ 사회과학,💰 경제,🧑‍💼 경영,,
11469,단행본,OKYA001833,(태양인 이제마의) 사상의학. 상,김달래,중앙생활사,2002,813.6 김22ㅅ v.상,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,7800,9788989634348,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11470,단행본,OKYA001830,연암 산문선,박지원 글 | 거송미디어 기획출판부 엮음,거송미디어,2005,814.5 박78ㅇ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,9000,9788987948447,814,⚫ 문학,🇰🇷 한국,📝 수필,,
11471,단행본,OKYA001829,소피의 세계. 2,요슈타인 가아더 글 | 장영은 옮김,현암사,2010,859.82 가62ㅅ v.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,6500,9788932308203,859,⚫ 문학,🇩🇪 독일,🍺 기타 게르만 문학,,
11472,단행본,OKYA001828,(벽초 홍명희)임꺽정. 2: 피장편,홍명희,사계절,1995,813.6 홍34ㅇ v.2 c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,7000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11473,단행본,OKYA001827,(벽초 홍명희)임꺽정. 3: 양반편,홍명희,사계절,1995,813.6 홍34ㅇ v.3 c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,7000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11474,단행본,OKYA001826,(벽초 홍명희)임꺽정. 5: 의형제편 2,홍명희,사계절,1995,813.6 홍34ㅇ v.5 c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,7000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11475,단행본,OKYA001825,(벽초 홍명희)임꺽정. 4: 의형제편1,홍명희,사계절,1995,813.6 홍34ㅇ v.4 c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,7000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11476,단행본,OKYA001824,(벽초 홍명희)임꺽정. 7: 화적편 1,홍명희,사계절,1995,813.6 홍34ㅇ v.7 c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,7000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11477,단행본,OKYA001823,(벽초 홍명희)임꺽정. 6: 의형제편 3,홍명희,사계절,1995,813.6 홍34ㅇ v.6 c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,7000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11478,단행본,OKYA001819,여행자의 책,베르베르 베르나르 글 | 이세욱 옮김,열린책들,2002,864 베297ㅇ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,7500,,864,⚫ 문학,🇫🇷 프랑스,📝 수필,,
11479,단행본,OKYA001818,숫자와 장미,차이톈신 글 | 허유영 옮김,북로드,2004,826.7 차68ㅅ c.2,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,12000,9788995354483,826,⚫ 문학,🇨🇳 중국,✉️ 일기•기행•편지,,
11480,단행본,OKYA001817,숫자와 장미,차이톈신 글 | 허유영 옮김,북로드,2004,826.7 차68ㅅ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,12000,9788995354483,826,⚫ 문학,🇨🇳 중국,✉️ 일기•기행•편지,,
11481,단행본,OKYA001816,(교과서 밖에서 배우는)재미있는 물리상식,송은영,맑은창,2003,420 송67ㅈ c.3,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,7000,9788986607147,420,🟢 자연과학,🎯 물리학,📦 교양•기타,,
11482,단행본,OKYA001814,현대 명작 단막극 선집,김성희 편,연극과인간,2003,808.2 김54ㅎ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,13000,9788989075097,808,⚫ 문학,🗂️ 전집,,,
11483,단행본,OKYA001813,릴케와 한국의 시인들,김재혁,고려대학교출판부,2006,811.609 김73ㄹ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,16000,9788976415882,811,⚫ 문학,🇰🇷 한국,📓 시,,
11484,단행본,OKYA001812,현대시 동인의 시세계,최라영,예옥,2006,811.609 최292ㅎ,2011-07-29,2011-07-29,대출가능,도서관,,￦,구입,18000,9788995761212,811,⚫ 문학,🇰🇷 한국,📓 시,,
11485,단행본,OKYA001810,고려시대 기록과 국가운영,강은경,혜안,2007,911.04 강67ㄱ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,24000,9788984943063,911,🟤 역사,🌏 아시아,🪭 한국,,
11486,단행본,OKYA001806,당시선,이병한•이영주 역해,서울대학교출판부,2005,821.4 이44ㄷ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,17000,9788952109934,821,⚫ 문학,🇨🇳 중국,📓 시,,
11487,단행본,OKYA001804,"별, 불사조의 윙크",구자옥 | 조명이 엮음,성우,2002,408 선53 v.14,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788988950579,408,🟢 자연과학,🗂️ 전집,,,
11488,단행본,OKYA001803,신선한 대기를 느끼다!,조명아,성우,2001,408 선53 v.3 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788988950401,408,🟢 자연과학,🗂️ 전집,,,
11489,단행본,OKYA001802,"동물행동, 본능의 좌충우돌",신영준,성우,2002,408 선53 v.9,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,,408,🟢 자연과학,🗂️ 전집,,,
11490,단행본,OKYA001801,"미생물, 작은 세상의 반란",이원경,성우,2002,408 선53 v.12,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788988950524,408,🟢 자연과학,🗂️ 전집,,,
11491,단행본,OKYA001800,"인체, 부드러운 톱니바퀴",임 혁,성우,2002,408 선53 v.23 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,,408,🟢 자연과학,🗂️ 전집,,,
11492,단행본,OKYA001799,"열, 따뜻한 메시지",조광희,성우,2002,408 선53 v.11,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788988950494,408,🟢 자연과학,🗂️ 전집,,,
11493,단행본,OKYA001798,"화합물, 뒤섞인 하모니",최원호 | 최숙영 엮음,성우,2002,408 선53 v.15,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788988950616,408,🟢 자연과학,🗂️ 전집,,,
11494,단행본,OKYA001797,"화석, 생명의 조각퍼즐",김현빈,성우,2002,408 선53 v.10,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788988950609,408,🟢 자연과학,🗂️ 전집,,,
11495,단행본,OKYA001796,"운동, 끝없는 공간이동",김태일,성우,2010,408 선53 v.20,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,,408,🟢 자연과학,🗂️ 전집,,,
11496,단행본,OKYA001795,"양자, 확률의 도깨비",문홍주,성우,2002,408 선53 v.24,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788988950623,408,🟢 자연과학,🗂️ 전집,,,
11497,단행본,OKYA001794,"전자기, 맥스웰의 스파크",백종민,성우,2002,408 선53 v.17,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788988950586,408,🟢 자연과학,🗂️ 전집,,,
11498,단행본,OKYA001793,달콤한 물을 마시다!,최원호,성우,2001,408 선53 v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788988950395,408,🟢 자연과학,🗂️ 전집,,,
11499,단행본,OKYA001792,"바다, 시끄러운 침묵",이기영,성우,2002,408 선53 v.16,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788988950531,408,🟢 자연과학,🗂️ 전집,,,
11500,단행본,OKYA001791,(경이로운 몸속 여행) 인체의 신비,윈저 철튼 글 | 예병일 옮김,넥서스BOOKS,2005,511.1 철887ㅇ c.2,2011-07-28,2011-07-28,비치도서,도서관,,￦,구입,38000,,511,🟡 기술과학,🩺 의학,🧭 기초,,
11501,단행본,OKYA001790,(경이로운 몸속 여행) 인체의 신비,윈저 철튼 글 | 예병일 옮김,넥서스BOOKS,2005,511.1 철887ㅇ,2011-07-28,2011-07-28,비치도서,도서관,,￦,구입,38000,,511,🟡 기술과학,🩺 의학,🧭 기초,,
11502,단행본,OKYA001789,살아있는 세계사 교과서. 1: 문명과 문명의 대화,전국역사교사모임,휴머니스트,2010,909 전16ㅅ v.1 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,18000,9788958620709,909,🟤 역사,🌐 세계사,,,
11503,단행본,OKYA001788,부자국민 일등경제,송병락 원저 | 이원복 글 | 그림,김영사,2001,320.4 송44ㅂ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8900,9788934907992,320,⚪ 사회과학,💰 경제,📦 교양•기타,,
11504,단행본,OKYA001787,(만화) 정갑영 교수의 재미있는 경제 : 기업 이야기,정갑영 글 | 박철권 그림,두산동아,2006,320.4 정12ㅈ,2011-07-28,2011-07-28,파손,도서관,,￦,구입,9800,,320,⚪ 사회과학,💰 경제,📦 교양•기타,,
11505,단행본,OKYA001783,사상의학,이수완,차림,2002,519.74 이56ㅅ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,11000,,519,🟡 기술과학,🩺 의학,🧉 한의학,,
11506,단행본,OKYA001782,신의 나라 인간 나라 : 철학의 세계 편,이원복 글 | 그림,두산동아,2004,160 이66ㅅ c.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,10000,9788900127461,160,🟢 철학,🌍 서양,📦 교양•기타,,
11507,단행본,OKYA001781,신의 나라 인간 나라 : 철학의 세계 편,이원복 글 | 그림,두산동아,2004,160 이66ㅅ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,10000,9788900127461,160,🟢 철학,🌍 서양,📦 교양•기타,,
11508,단행본,OKYA001779,재미있는 사진 길라잡이,천명철,미진사,2002,662 천34ㅈ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,17000,9788940802236,662,🔴 예술,📷 사진,📸 촬영기술,,
11509,단행본,OKYA001778,재미있는 사진 길라잡이,천명철,미진사,2002,662 천34ㅈ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,17000,9788940802236,662,🔴 예술,📷 사진,📸 촬영기술,,
11510,단행본,OKYA001777,한옥의 재발견,주택문화사편집부,주택문화사,2003,610.911 주883ㅎ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,18000,9788985047272,610,🔴 예술,🏡 건축술,📦 교양•기타,,
11511,단행본,OKYA001776,나는 아름답다,박상률,사계절,2002,813.6 박52ㄴ c.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788971966532,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11512,단행본,OKYA001775,나는 아름답다,박상률,사계절,2002,813.6 박52ㄴ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788971966532,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11513,단행본,OKYA001774,나는 아름답다,박상률,사계절,2002,813.6 박52ㄴ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788971966532,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11514,단행본,OKYA001773,동정없는 세상,박현욱,문학동네,2002,813.6 박94ㄷ c.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788982813955,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11515,단행본,OKYA001772,동정없는 세상,박현욱,문학동네,2002,813.6 박94ㄷ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788982813955,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11516,단행본,OKYA001771,동정없는 세상,박현욱,문학동네,2002,813.6 박94ㄷ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788982813955,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11517,단행본,OKYA001770,(시노다 고코의)요리와 인생 이야기,시노다고코 글 | 서혜영 옮김,이마고,2003,594.019 시195ㅇ c.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,15000,9788990429148,594,🟡 기술과학,🧵 생활과학,🍎 식품,,
11518,단행본,OKYA001765,(소설) 윤동주,최인수,상서각,1985,813.6 최68ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,0,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11519,단행본,OKYA001762,(다시쓰는)택리지. 5: 복거총론-우리에게 산하는 무엇인가,신정일,휴머니스트,2006,981.1 신74ㅌ v.5,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,18000,9788958620907,981,🟤 역사,🗺️ 지리,🌏 아시아,,
11520,단행본,OKYA001761,(다시쓰는)택리지. 4: 복거총론-어디에서 살 것인가,신정일,휴머니스트,2004,981.1 신74ㅌ v.4 c.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,16000,9788958620181,981,🟤 역사,🗺️ 지리,🌏 아시아,,
11521,단행본,OKYA001757,(다시쓰는)택리지. 3: 팔도총론-강원·함경·평안·황해편,신정일,휴머니스트,2004,981.1 신74ㅌ v.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,16000,9788989899822,981,🟤 역사,🗺️ 지리,🌏 아시아,,
11522,단행본,OKYA001756,(다시쓰는)택리지. 2: 팔도총론-전라·경상편,신정일,휴머니스트,2004,981.1 신74ㅌ v.2 c.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,18000,,981,🟤 역사,🗺️ 지리,🌏 아시아,,
11523,단행본,OKYA001751,(다시쓰는)택리지. 1: 팔도총론-경기.충청편,신정일,휴머니스트,2009,981.1 신74ㅌ v.1,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,14000,,981,🟤 역사,🗺️ 지리,🌏 아시아,,
11524,단행본,OKYA001750,2000 고전길잡이. 2,황광우,김영사,1994,810.9 황15ㅇ v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,6900,,810,⚫ 문학,🇰🇷 한국,📜 갈래설명,,
11525,단행본,OKYA001743,분단을 뛰어넘어,양은식 | 김동수 글,중원문화,1988,816.6 양67ㅂ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,0,,816,⚫ 문학,🇰🇷 한국,✉️ 일기•기행•편지,,
11526,단행본,OKYA001742,화 : 화가 풀리면 인생도 풀린다,틱낫한 글 | 최수민 옮김,명진출판,2002,181.7 틱192ㅎ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8900,9788976771308,181,🟢 철학,🧠 심리학,💓 감정•생각,,
11527,단행본,OKYA001737,물권·채권 준별론을 취한 판덱텐체계의 현대적 의의,이상태,건국대학교출판부,2006,365.025 이52ㅁ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,10000,9788971074312,365,⚪ 사회과학,⚖️ 법,🧾 민법,,
11528,단행본,OKYA001736,초한지. 2: 군웅할거,정비석,범우사,2006,813.6 정48ㅊ v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11529,단행본,OKYA001735,초한지. 5: 천하통일,정비석,범우사,2006,813.6 정48ㅊ v.5,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11530,단행본,OKYA001734,초한지. 4: 사면초가,정비석,범우사,2006,813.6 정48ㅊ v.4,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11531,단행본,OKYA001733,초한지. 3: 풍운조화,정비석,범우사,2006,813.6 정48ㅊ v.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11532,단행본,OKYA001723,냄비와 시험관,에르베 디스 글 | 권수경 옮김,한승,2005,574.07 디57ㄴ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,22000,9788986865981,574,🟡 기술과학,⚗️ 화학공학,☘️ 식품공학,,
11533,단행본,OKYA001722,개미제국의 발견,최재천,사이언스북스,2001,495.8 최73ㄱ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,15000,9788983710277,495,🟢 자연과학,🐵 동물학,🐜 곤충,,
11534,단행본,OKYA001721,과학으로 맛있는 직업 따라하기,한국여성과학기술단체총연합회,경문사,2007,336.24 한16ㄱ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8500,9788961050586,336,🔵 총류,🎓 진로,,,
11535,단행본,OKYA001720,인간은 기후를 지배할 수 있을까?,윌리엄 K. 스티븐스 글 | 오재호 옮김,지성사,2005,453 스888ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,17000,9788978891158,453,🟢 자연과학,🌏 지구과학,📡 기상•기후,,
11536,단행본,OKYA001719,절망은 나를 단련시키고 희망은 나를 움직인다,박근혜,위즈덤하우스,2007,340.99 박17ㅈ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788960860339,340,⚪ 사회과학,🏛️ 정치,📦 교양•기타,,
11537,단행본,OKYA001718,빈 서판,스티븐 핑커 글 | 김한영 옮김,사이언스북스,2004,182.12 핑874ㅂ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,40000,9788983711458,182,🟢 철학,🧠 심리학,🔍 차이심리학,,
11538,단행본,OKYA001717,한국 축구의 영웅들,대한축구협회,랜덤하우스중앙,2005,695.4099 대92ㅎ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788959244843,695,🔴 예술,🏆 오락•스포츠,⚽️ 구기,,
11539,단행본,OKYA001716,아킬레스는 왜 거북을 이길 수 없을까?,양운덕 글 | 윤정주 그림,창비,2004,104 양66ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8500,,104,🟢 철학,📝 강연•수필•연설문집,,,
11540,단행본,OKYA001714,바람과 함께 사라지다. 2,마거릿 미첼 글 | 강영길 옮김,하서,1997,843 미83ㅂ v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,0,,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
11541,단행본,OKYA001713,혼불. 1: 제1부 흔들리는 바람1,최명희,한길사,1990,813.6 최34ㅎ v.1 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788935601301,813,⚫ 문학,🇰🇷 한국,📔 소설,,
