ccc,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,수정일,자료상태,소장처,반납예정일,화폐구분,입수구분,가격,isbn,sortnum,tag1,tag2,tag3,g_tag,s_tag
111,단행본,OKYA014507,"뜀틀, 넘기",박찬희,한끼,2024,813.6 박82ㄸ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,15000,9791194293781,813,⚫ 문학,🇰🇷 한국,📔 소설,,
112,단행본,OKYA014506,디지털 세상을 살아갈 너에게,최서연•전상훈,미디어숲,2025,373.33 최54ㄷ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,17800,9791158742454,373,⚪ 사회과학,🎓 교육,📚 학습지도,,
113,단행본,OKYA014505,(노벨도 관 속에서 벌떡 일어날)절대 죽지 않는 과학책,이성규,블랙피쉬,2025,409 이54ㅈ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,17000,9788968334917,409,"🟢 자연과학, 🟤 역사",🧭 과학사,,,
114,단행본,OKYA014504,네보의 푸른 책,마논 스테판 로스 글 | 강나은 옮김,다산책방,2024,843 로57ㄴ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,15000,9791130662916,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
115,단행본,OKYA014503,너의 오른발은 어디로 가니,강석희 외,돌베개,2024,813.6 강54ㄴ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,14000,9791192836973,813,⚫ 문학,🇰🇷 한국,📔 소설,,
116,단행본,OKYA014502,너의 마음이 부를 때,탁경은,푸른숲주니어,2024,813.6 탁14ㄴ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,13000,9791172545369,813,⚫ 문학,🇰🇷 한국,📔 소설,,
117,단행본,OKYA014501,내일이면 다시 태어나는 거야,문이소•소향•이도해,자음과모음,2025,813.6 문68ㄴ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,15000,9788954452380,813,⚫ 문학,🇰🇷 한국,📔 소설,,
118,단행본,OKYA014500,"국어 선생님, 독일 가다",강혜원•계환•강현수 글 | 주노 그림,푸른숲,2025,925 강94ㄱ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,14800,9791172545376,925,🟤 역사,🌍 유럽,🏔️ 독일•중앙유럽,,
119,단행본,OKYA014499,(1등급으로 가는)공부의 추월차선,설공아빠,빌리버튼,2025,373.4 설15ㄱ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,17800,9791192999708,373,⚪ 사회과학,🎓 교육,📚 학습지도,,
120,단행본,OKYA014498,100가지 물건으로 보는 우주의 역사,스텐 오덴발드 글 | 홍주연 옮김,스테이블,2025,443.1 오24ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,19800,9791193476116,443,🟢 자연과학,🔭 천문학,🌌 우주,,
121,단행본,OKYA014497,후회의 힘,로버트 L. 리히 글 | 이영래 옮김,소용,2025,189.1 리98ㅎ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,21000,9791198711465,189,🟢 철학,🧠 심리학,🛠️ 응용심리학,,
122,단행본,OKYA014496,현실 온라인 게임,김동식,허블,2025,813.6 김25ㅎ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,15000,9791193078426,813,⚫ 문학,🇰🇷 한국,📔 소설,,
123,단행본,OKYA014495,왜 먼 것이 좋아 보이는가,윌리엄 해즐릿 지음•공진호 옮김,아티초크,2025,844 윌298ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,16700,9791186643211,844,⚫ 문학,🇬🇧🇺🇸 영미,📝 수필,,
124,단행본,OKYA014494,쓰기의 미래,나오미 배런 글 | 배동근 옮김,북트리거,2025,802.027 배294ㅆ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,27800,9791193378328,802,⚫ 문학,✏️ 작법•수사학,,,
125,단행본,OKYA014493,소스 코드,빌 게이츠 글 | 안진환 옮김,열린책들,2025,325.099 게68ㅅ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,28000,9788932924977,325,⚪ 사회과학,💰 경제,🧑‍💼 경영,,
126,단행본,OKYA014492,빙하 곁에 머물기,신진화,글항아리,2025,451.512 신78ㅂ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18000,9791169093446,451,🟢 자연과학,"🌏 지구과학, 🎯 물리학",🌋 지질학,,
127,단행본,OKYA014491,부자는 왜 더 부자가 되는가,로버트 기요사키 글 | 오웅석 옮김,민음인,2025,327.04 기65ㅂ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,19000,9791170525516,327,⚪ 사회과학,💰 경제,💰 금융,,
128,단행본,OKYA014490,명령에 따랐을 뿐!?,에밀리 A. 캐스파 글 | 이성민 옮김,동아시아,2025,511.1813 캐57ㅁ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,20000,9788962626421,511,🟡 기술과학,🩺 의학,🧭 기초,,
129,단행본,OKYA014489,매직필,요한 하리 글 | 이지연 옮김,어크로스,2025,513.398 하298ㅁ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,19800,9791167741905,513,🟡 기술과학,🩺 의학,🫀 내과,,
130,단행본,OKYA014488,(로랑스 드빌레르의)스무 살에 알았더라면 좋았을 철학의 위로,로랑스 드빌레르 글 | 이정은 옮김 | 김태권 그림,Recommend(리코멘드),2025,104 드48ㅅ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,17800,9791194084082,104,🟢 철학,📝 강연•수필•연설문집,,,
131,단행본,OKYA014487,닐스 비크의 마지막 하루,프로데 그뤼텐 글 | 손화수 옮김,다산책방,2025,859.82 그296ㄴ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,16800,9791130662480,859,⚫ 문학,🇩🇪 독일,🍺 기타 게르만 문학,,
132,단행본,OKYA014486,꿈꾸는 도서관,나카지마 교코 글 | 안은미 옮김,정은문고,2025,833.6 나872ㄲ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,22000,9791185153728,833,⚫ 문학,🇯🇵 일본,📔 소설,,
133,단행본,OKYA014485,기울어진 문해력,조병영,21세기북스,2025,029.8 조44ㄱ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,19800,9791171179916,029,🔵 총류,📖 독서법,,,
134,단행본,OKYA014484,그해 봄의 불확실성,시그리드 누네즈 글 | 민승남 옮김,열린책들,2025,843 누194ㄱ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,16800,9788932924922,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
135,단행본,OKYA014483,그림자를 말하는 사람,안규철,현대문학,2025,818 안16ㄱ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,16800,9791167902894,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
136,단행본,OKYA014482,24분,애니 제이콥슨 글 | 강동혁 옮김,문학동네,2025,349.82 제68ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,22000,9791141608941,349,⚪ 사회과학,🏛️ 정치,🌐 외교•국제관계,,
137,단행본,OKYA014481,청소년이라는 우주,오선화,이상북스,2024,818 오54ㅊ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18000,9791194144045,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
138,단행본,OKYA014480,울지 않는 달,이지은,창비,2025,813.6 이78ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,16000,9788936431518,813,⚫ 문학,🇰🇷 한국,📔 소설,,
139,단행본,OKYA014479,무명의 별,이시우,황금가지,2025,813.6 이58ㅁ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18000,9791170525431,813,⚫ 문학,🇰🇷 한국,📔 소설,,
140,단행본,OKYA014478,"나의 꿈, 나의 길",안도현•정호승•이루마 외,다림,2025,199.5 안25ㄴ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,13000,9788961773485,199,🟢 철학,🕊️ 윤리•도덕,✨ 교훈,,
141,단행본,OKYA014477,티핑 포인트의 설계자들,말콤 글래드웰 글 | 김태훈 옮김,비즈니스북스,2025,331.541 말875ㅌ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,20000,9791162544112,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
142,단행본,OKYA014476,초상화의 옷장,김정연,눌와,2025,654.5 김74ㅊ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,25000,9791189074845,654,🔴 예술,🎨 회화•디자인,🖼️ 주제별 회화,,
143,단행본,OKYA014475,"창가의 토토, 그 후 이야기",구로야나기 테츠코 글 | 이와사키 치히로 그림 | 권남희 옮김,김영사,2025,833.6 구295ㅊ v.2,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18800,9791173320545,833,⚫ 문학,🇯🇵 일본,📔 소설,,
144,단행본,OKYA014474,이어령의 말,이어령,세계사,2025,199.1 이64ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,22000,9788933803684,199,🟢 철학,🕊️ 윤리•도덕,✨ 교훈,,
145,단행본,OKYA014473,윤동주,김응교,아르테,2025,811.6099 김67ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,28000,9791173570889,811,⚫ 문학,🇰🇷 한국,📓 시,,
146,단행본,OKYA014472,어른의 말 공부,권재우•김강수•박길훈•윤승용•이정수•조배식,상상정원,2025,712 권73ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,16500,9791192554099,712,🔵 언어,🇰🇷 한국어,📜 어원•어의,,
147,단행본,OKYA014471,숫자 한국,박한슬,사이언스북스,2025,404 박92ㅅ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,19500,9791194087069,404,🟢 자연과학,📝 강연•수필•연설문집,,,
148,단행본,OKYA014470,세계숲,다이애나 베리스퍼그-크로거 글 | 노승영 옮김,아를,2025,481.508 베298ㅅ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,20000,9791193955079,481,🟢 자연과학,🌱 식물학,🧭 기초,,
149,단행본,OKYA014469,샤일록 작전,필립 로스 글 | 김승욱 옮김,비채,2025,843 로57ㅅ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,22000,9791173320651,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
150,단행본,OKYA014468,사람을 남기는 사람,정지우,마름모,2025,818 정78ㅅ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18000,9791194285038,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
151,단행본,OKYA014467,베리에이션 루트,마쓰나가 K 산조 글 | 김은모 옮김,은행나무,2025,833.6 마57ㅂ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,17000,9791167375254,833,⚫ 문학,🇯🇵 일본,📔 소설,,
152,단행본,OKYA014466,발굴과 발견,도재기,눌와,2025,911 도73ㅂ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,24000,9791189074838,911,🟤 역사,🌏 아시아,🪭 한국,,
153,단행본,OKYA014465,마흔에게,나태주,북폴리오,2025,814.6 나883ㅁ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18000,9791173470981,814,⚫ 문학,🇰🇷 한국,📝 수필,,
154,단행본,OKYA014464,나의 폴라 일지,김금희,한겨레출판,2025,814.6 김17ㄴ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18500,9791172132057,814,⚫ 문학,🇰🇷 한국,📝 수필,,
155,단행본,OKYA014463,나는 AI와 공부한다,살만 칸 글 | 박세연 옮김,RHK(알에이치코리아),2025,373.33 칸52ㄴ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,25000,9788925527901,373,⚪ 사회과학,🎓 교육,📚 학습지도,,
156,단행본,OKYA014462,왝왝이가 그곳에 있었다,이로아,문학동네,2025,813.6 이295ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,13500,9791141608873,813,⚫ 문학,🇰🇷 한국,📔 소설,,
157,단행본,OKYA014461,도넛을 나누는 기분,김소형 외,창비교육,2025,811.6 김55ㄷ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,13000,9791165703257,811,⚫ 문학,🇰🇷 한국,📓 시,,
158,단행본,OKYA014460,경이롭고 때론 징그러운 색깔 탐험,스티븐 와인버그 지음•김혜진 옮김,마음이음,2025,651 스888ㄱ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,15000,9791194494218,651,🔴 예술,🎨 회화•디자인,🖌️ 채색이론,,
159,단행본,OKYA014459,탈주택,야마모토 리켄•나카 도시하루 글 | 이정환 옮김,안그라픽스,2025,549.7 야32ㅌ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,23000,9791168230866,549,🟡 기술과학,🧱 토목•건축공학,🏢 건물,,
160,단행본,OKYA014458,잃어버린 이름들의 낙원,허주은 글 | 유혜인 옮김,창비,2025,843 허76ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,19000,9791165702953,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
161,단행본,OKYA014457,인간은 왜 동물보다 잘났다고 착각할까,장 프랑수아 마르미옹 글 | 김지현 옮김,북다,2025,181.1 마297ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,21000,9791170612353,181,🟢 철학,🧠 심리학,💓 감정•생각,,
162,단행본,OKYA014456,이야기를 지키는 여자,샐리 페이지 글 | 노진선 옮김,다산책방,2025,843 페68ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18500,9791130666969,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
163,단행본,OKYA014455,음악과 생명,류이치 사카모토•후쿠오카 신이치 글 | 황국영 옮김,은행나무,2025,838 류68ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18000,9791167375315,838,⚫ 문학,🇯🇵 일본,💾 기록문학•기타,,
164,단행본,OKYA014454,숲이 불탈 때,조엘 자스크 글 | 이채영 옮김,필로소픽,2025,526.357 자57ㅅ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18000,9791157833689,526,🟡 기술과학,🌾 농업,🌲 임업,,
165,단행본,OKYA014453,서울 엄마들,조지은,달고나,2025,813.6 조78ㅅ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,17500,9791198863850,813,⚫ 문학,🇰🇷 한국,📔 소설,,
166,단행본,OKYA014452,버터밀크 그래피티,에드워드 리 글 | 박아람 옮김,위즈덤하우스,2025,846 리64ㅂ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,23800,9791171713868,846,⚫ 문학,🇬🇧🇺🇸 영미,✉️ 일기•기행•편지,,
167,단행본,OKYA014451,바움가트너,폴 오스터 글 | 정영목 옮김,열린책들,2025,843 오57ㅂ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,17800,9788932925554,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
168,단행본,OKYA014450,몸 좀 쓰면 어때,이창현,포르체,2025,325.211 이82ㅁ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,17000,9791194634157,325,⚪ 사회과학,💰 경제,🧑‍💼 경영,,
169,단행본,OKYA014449,듀얼 브레인,이선 몰릭 글 | 신동숙 옮김,상상스퀘어,2025,331.5412 몰298ㄷ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,21000,9791194368175,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
170,단행본,OKYA014448,단 한 번의 삶,김영하,복복서가,2025,814.6 김64ㄷ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,16800,9791191114768,814,⚫ 문학,🇰🇷 한국,📝 수필,,
171,단행본,OKYA014447,뇌가 힘들 땐 미술관에 가는 게 좋다,수전 매그새먼•아이비 로스 글 | 허형은 옮김,윌북,2025,511.1813 매17ㄴ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,22000,9791155817940,511,🟡 기술과학,🩺 의학,🧭 기초,,
172,단행본,OKYA014446,"김옥균, 조선의 심장을 쏘다",이상훈,파람북,2025,813.6 이52ㄱ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18500,9791172740375,813,⚫ 문학,🇰🇷 한국,📔 소설,,
173,단행본,OKYA014445,관계의 공식,앤드류 매튜스 글 | 박민정 옮김,서교책방,2025,189.2 매886ㄱ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,18500,9791198944078,189,🟢 철학,🧠 심리학,🛠️ 응용심리학,,
174,단행본,OKYA014444,거북의 시간,사이 몽고메리 글 | 맷 패터슨 그림 | 조은영 옮김,돌고래,2025,497.9604 몽15ㄱ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,20000,9791198850256,497,🟢 자연과학,🐵 동물학,,,
175,단행본,OKYA014443,최소한의 행동경제학,김나영,가나,2025,320.1 김192ㅊ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,16800,9791168091672,320,⚪ 사회과학,💰 경제,📦 교양•기타,,
176,단행본,OKYA014442,웰컴 투 과학극장,김요셉,동아시아,2025,404 김65ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,17000,9788962626520,404,🟢 자연과학,📝 강연•수필•연설문집,,,
177,단행본,OKYA014441,스파클,최현진,창비,2025,813.6 최94ㅅ c.5,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,15000,9788936434717,813,⚫ 문학,🇰🇷 한국,📔 소설,,
178,단행본,OKYA014440,무르시블의 소녀,전훌,위즈덤하우스,2025,813.6 전96ㅁ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,15800,9791171713707,813,⚫ 문학,🇰🇷 한국,📔 소설,,
179,단행본,OKYA014439,멸망에 투자하세요,황이경,비룡소,2025,813.6 황68ㅁ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,15000,9788949137049,813,⚫ 문학,🇰🇷 한국,📔 소설,,
180,단행본,OKYA014438,당근이세요?,표명희,창비,2025,813.6 표34ㄷ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,15000,9788936457334,813,⚫ 문학,🇰🇷 한국,📔 소설,,
181,단행본,OKYA014437,천문학이 발견한 반 고흐의 시간,김정현,위즈덤하우스,2025,440.4 김74ㅊ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,24000,9791171713912,440,🟢 자연과학,🔭 천문학,📦 교양•기타,,
182,단행본,OKYA014436,(신병주 교수의)인물 따라 공간 따라 역사 문화 산책,신병주,매일경제신문사,2025,911 신44ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,20000,9791164847778,911,🟤 역사,🌏 아시아,🪭 한국,,
183,단행본,OKYA014435,이제 당신의 손을 놓겠습니다,기시미 이치로 글 | 전경아 옮김,큰숲,2025,189.2 기58ㅇ,2025-12-11,2025-12-11,대출가능,도서관,,￦,구입,17800,9791194293347,189,🟢 철학,🧠 심리학,🛠️ 응용심리학,,
184,단행본,OKYA014434,우리의 낙원에서 만나자,하태완,북로망스,2025,818 하883ㅇ,2025-12-10,2025-12-10,대출가능,도서관,,￦,구입,19500,9791193937655,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
185,단행본,OKYA014433,우리가 말하지 않는 지구,김가람,알에이치코리아,2025,539.9 김12ㅇ,2025-12-10,2025-12-10,대출가능,도서관,,￦,구입,21000,9788925528236,539,🟡 기술과학,🧱 토목•건축공학,🏙️ 도시•환경공학,,
186,단행본,OKYA014432,연매장,팡팡 글 | 문현선 옮김,문학동네,2025,823.7 팡892ㅇ,2025-12-10,2025-12-10,대출가능,도서관,,￦,구입,17500,9791141609962,823,⚫ 문학,🇨🇳 중국,📔 소설,,
